data,ticker,preco_fechamento_ajustado,volume_negociado,ebit_ev,roic
2018-11-30,ABEV3,16.07,590720096.0,0.06589,0.22561
2018-12-31,ABEV3,14.6,239328401.0,0.07269,0.22561
2019-01-31,ABEV3,16.63,401957579.0,0.06361,0.22561
2019-02-28,ABEV3,16.36,873194161.0,0.06489,0.25347
2019-03-31,ABEV3,15.98,266746723.0,0.06649,0.25347
2019-04-30,ABEV3,17.54,462254186.0,0.06039,0.25347
2019-05-31,ABEV3,16.66,403790274.0,0.06428,0.23538
2019-06-30,ABEV3,16.99,309726253.0,0.06302,0.23538
2019-07-31,ABEV3,19.11,543606226.0,0.05567,0.22271
2019-08-31,ABEV3,17.77,429769433.0,0.06,0.22271
2019-09-30,ABEV3,18.28,417377914.0,0.0583,0.22271
2019-10-31,ABEV3,16.5,356462523.0,0.06412,0.20348
2019-11-30,ABEV3,17.14,149988134.0,0.06164,0.20348
2019-12-31,ABEV3,17.73,329640660.0,0.05952,0.20348
2020-01-31,ABEV3,16.95,374764093.0,0.06236,0.20348
2020-02-29,ABEV3,13.81,657009389.0,0.07299,0.23313
2020-03-31,ABEV3,11.32,332646234.0,0.08983,0.23313
2020-04-30,ABEV3,10.77,405902576.0,0.09467,0.23313
2020-05-31,ABEV3,11.85,574830230.0,0.08053,0.1935
2020-06-30,ABEV3,13.43,497115480.0,0.07064,0.1935
2020-07-31,ABEV3,13.2,951590858.0,0.06433,0.16408
2020-08-31,ABEV3,11.69,479205558.0,0.07312,0.16408
2020-09-30,ABEV3,11.91,299190139.0,0.0717,0.16408
2020-10-31,ABEV3,11.56,575913272.0,0.07882,0.16314
2020-11-30,ABEV3,13.27,589778910.0,0.06786,0.16314
2020-12-31,ABEV3,14.86,307013521.0,0.06011,0.16314
2021-01-31,ABEV3,14.35,353242142.0,0.06241,0.16314
2021-02-28,ABEV3,13.31,480214562.0,0.0771,0.1772
2021-03-31,ABEV3,14.52,224243803.0,0.0703,0.1772
2021-04-30,ABEV3,14.19,445275320.0,0.07205,0.1772
2021-05-31,ABEV3,17.04,180505657.0,0.06294,0.17162
2021-06-30,ABEV3,16.21,496857024.0,0.06637,0.17162
2021-07-31,ABEV3,15.8,402796124.0,0.07537,0.19686
2021-08-31,ABEV3,16.24,477779157.0,0.07325,0.19686
2021-09-30,ABEV3,14.53,606080064.0,0.0823,0.19686
2021-10-31,ABEV3,16.13,759597878.0,0.07704,0.19128
2021-11-30,ABEV3,15.25,876157115.0,0.08182,0.19128
2021-12-31,ABEV3,14.76,182602739.0,0.08547,0.19128
2022-01-31,ABEV3,14.33,319525831.0,0.08824,0.19128
2022-02-28,ABEV3,14.55,649544279.0,0.07578,0.18742
2022-03-31,ABEV3,14.74,366110538.0,0.07473,0.18742
2022-04-30,ABEV3,13.9,384931858.0,0.07958,0.18742
2022-05-31,ABEV3,13.59,397829855.0,0.08079,0.20023
2022-06-30,ABEV3,12.83,306950014.0,0.08582,0.20023
2022-07-31,ABEV3,14.29,610983756.0,0.07763,0.18735
2022-08-31,ABEV3,14.62,349093991.0,0.07581,0.18735
2022-09-30,ABEV3,14.88,438253002.0,0.07442,0.18735
2022-10-31,ABEV3,15.32,425517064.0,0.07351,0.17862
2022-11-30,ABEV3,15.24,522706612.0,0.07391,0.17862
2022-12-31,ABEV3,14.52,324260407.0,0.08157,0.17862
2023-01-31,ABEV3,13.66,485072942.0,0.08712,0.17862
2023-02-28,ABEV3,13.39,529038272.0,0.08902,0.17862
2023-03-31,ABEV3,14.33,981523952.0,0.08248,0.21027
2023-04-30,ABEV3,14.16,310183222.0,0.08353,0.21027
2023-05-31,ABEV3,14.41,591488498.0,0.08419,0.21065
2023-06-30,ABEV3,15.41,281284758.0,0.07852,0.21065
2017-01-31,ADHM3,3.15,137436.0,-0.27361,1.31967
2017-02-28,ADHM3,3.27,11870.0,-0.26357,1.31967
2017-03-31,ADHM3,2.88,1753.0,-0.29929,1.31967
2017-04-30,ADHM3,2.36,86783.0,-0.4224,0.92131
2017-05-31,ADHM3,2.02,18186.0,-0.4936,0.92131
2017-06-30,ADHM3,2.05,10331.0,-0.00055,0.65295
2017-07-31,ADHM3,2.59,22857.0,-0.00043,0.65295
2017-08-31,ADHM3,2.18,16888.0,-0.00051,0.65295
2017-09-30,ADHM3,2.07,49627.0,-0.00054,0.65295
2017-10-31,ADHM3,1.96,3724.0,-0.00057,0.65295
2017-11-30,ADHM3,2.03,5108.0,-0.55189,589.92925
2017-12-31,ADHM3,2.04,608.0,-0.54918,589.92925
2018-01-31,ADHM3,1.97,51731.0,-0.5687,589.92925
2018-02-28,ADHM3,1.98,198.0,-0.56571,517.05092
2018-03-31,ADHM3,1.77,1073.0,-0.36186,0.51319
2018-04-30,ADHM3,1.82,20944.0,-0.35181,0.51319
2018-05-31,ADHM3,1.77,6293.0,-0.37758,0.51659
2018-06-30,ADHM3,1.6,2232.0,-0.41792,0.51659
2018-07-31,ADHM3,1.8,18415.0,-0.37126,0.51659
2018-08-31,ADHM3,1.67,1747.0,-0.23649,0.33836
2018-09-30,ADHM3,1.7,6181.0,-0.23232,0.33836
2018-10-31,ADHM3,1.66,15974.0,-0.23792,0.33836
2018-11-30,ADHM3,1.59,10728.0,-0.2484,0.33836
2018-12-31,ADHM3,1.5,750.0,-0.2633,0.33836
2019-01-31,ADHM3,1.41,13589.0,-0.30986,0.24382
2019-02-28,ADHM3,1.67,80278.0,-0.26162,0.24382
2019-03-31,ADHM3,1.6,19944.0,-224.69217,0.18642
2019-04-30,ADHM3,1.52,2250.0,-0.23652,0.18642
2019-05-31,ADHM3,1.3,25280.0,-0.23597,0.13857
2019-06-30,ADHM3,1.33,4130.0,-0.23064,0.13857
2019-07-31,ADHM3,1.6,70902.0,-0.19172,0.13857
2019-08-31,ADHM3,1.46,8873.0,-0.41333,0.26407
2019-09-30,ADHM3,1.82,99640.0,-0.33157,0.26407
2019-10-31,ADHM3,1.56,20068.0,-0.38684,0.26407
2019-11-30,ADHM3,1.53,22048.0,-0.38638,0.22608
2019-12-31,ADHM3,2.62,226751.0,-0.22564,0.22608
2020-01-31,ADHM3,2.89,235298.0,-0.20456,0.22608
2020-02-29,ADHM3,2.23,60936.0,-0.2651,0.22608
2020-03-31,ADHM3,1.45,43476.0,-0.4077,0.22608
2020-04-30,ADHM3,2.48,77147.0,-0.23837,0.22608
2020-05-31,ADHM3,2.34,167222.0,-0.25264,0.22608
2020-06-30,ADHM3,2.52,44327.0,-0.23459,0.22608
2020-07-31,ADHM3,2.4,641618.0,-0.24632,0.22608
2020-08-31,ADHM3,2.19,16573.0,-0.26994,0.22608
2020-09-30,ADHM3,1.99,16243.0,-0.29707,0.22608
2020-10-31,ADHM3,1.85,87621.0,-0.31955,0.22608
2020-11-30,ADHM3,2.04,55794.0,-0.28979,0.22608
2020-12-31,ADHM3,1.56,80496.0,-0.37895,0.22608
2015-12-31,AELP3,5.59,0.0,0.17578,0.0587
2016-01-31,AELP3,5.3,0.0,0.17721,0.0587
2016-02-29,AELP3,6.02,0.0,0.11704,0.05224
2016-03-31,AELP3,9.77,5585.0,0.10647,0.05224
2016-04-30,AELP3,9.99,6198.0,0.10624,0.05224
2016-05-31,AELP3,9.65,3725.0,0.08998,0.0355
2016-06-30,AELP3,9.09,0.0,0.09141,0.0355
2016-07-31,AELP3,14.0,0.0,0.08022,0.0355
2016-08-31,AELP3,12.84,0.0,0.08119,0.0397
2016-09-30,AELP3,11.95,2395.0,0.08317,0.0397
2016-10-31,AELP3,11.7,0.0,0.08374,0.0397
2016-11-30,AELP3,10.69,1069.0,0.0474,0.02223
2016-12-31,AELP3,13.01,7402.0,0.04449,0.02223
2017-01-31,AELP3,14.04,0.0,0.0433,0.02223
2017-02-28,AELP3,14.04,0.0,0.0433,0.02223
2017-03-31,AELP3,14.04,0.0,-0.00098,0.06142
2017-04-30,AELP3,14.04,0.0,-0.00098,0.06142
2017-05-31,AELP3,14.04,0.0,-0.00074,-1.57987
2017-06-30,AELP3,7.49,0.0,-0.00139,-1.57987
2017-07-31,AELP3,5.9,0.0,-0.00178,-1.57987
2017-08-31,AELP3,5.9,0.0,-0.00174,-1.86166
2017-09-30,AELP3,6.0,4200.0,-0.00171,-1.86166
2017-10-31,AELP3,5.7,570.0,-0.00181,-1.86166
2017-11-30,AELP3,4.79,479.0,-0.00207,-2.39526
2017-12-31,AELP3,5.01,0.0,-0.00198,-2.39526
2018-01-31,AELP3,4.44,444.0,-0.00223,-2.39526
2018-02-28,AELP3,2.94,25078.0,-0.00341,-2.39526
2018-03-31,AELP3,2.34,5268.0,-0.00427,1.2966
2018-04-30,AELP3,2.69,32384.0,-0.00369,1.2966
2018-05-31,AELP3,2.01,2010.0,-0.0031,0.78784
2018-06-30,AELP3,1.44,0.0,-0.00442,0.78784
2018-07-31,AELP3,2.08,6924.0,-0.00299,0.78784
2018-08-31,AELP3,1.99,761.0,-0.00387,0.79757
2018-09-30,AELP3,1.93,2337.0,-0.004,0.79757
2020-11-30,AERI3,6.63,9806611.0,0.04383,0.154
2020-12-31,AERI3,9.97,57963298.0,0.03091,0.154
2021-01-31,AERI3,11.8,64668435.0,0.0266,0.154
2021-02-28,AERI3,10.15,58224942.0,0.02486,0.09414
2021-03-31,AERI3,8.81,32102997.0,0.02841,0.09414
2021-04-30,AERI3,8.97,71019198.0,0.02794,0.09414
2021-05-31,AERI3,9.47,59294698.0,0.02851,0.08874
2021-06-30,AERI3,9.89,31345909.0,0.0274,0.08874
2021-07-31,AERI3,8.72,59667811.0,0.03074,0.08874
2021-08-31,AERI3,7.97,12204871.0,0.03237,0.10159
2021-09-30,AERI3,7.96,31417728.0,0.0324,0.10159
2021-10-31,AERI3,7.85,12675940.0,0.03281,0.10159
2021-11-30,AERI3,7.82,27306319.0,0.02855,0.07811
2021-12-31,AERI3,6.53,19550920.0,0.03367,0.07811
2022-01-31,AERI3,6.43,25391929.0,0.03414,0.07811
2022-02-28,AERI3,5.66,23586180.0,0.04227,0.0806
2022-03-31,AERI3,5.8,11402970.0,0.0415,0.0806
2022-04-30,AERI3,4.88,11565634.0,0.04829,0.0806
2022-05-31,AERI3,3.56,4993656.0,0.05703,0.07664
2022-06-30,AERI3,2.8,5724037.0,0.06858,0.07664
2022-07-31,AERI3,3.0,9768970.0,0.06511,0.07664
2022-08-31,AERI3,2.32,9725666.0,0.08081,0.07874
2022-09-30,AERI3,2.01,9699830.0,0.08903,0.07874
2022-10-31,AERI3,1.85,15719468.0,0.09396,0.07874
2022-11-30,AERI3,1.44,18915671.0,0.11242,0.08325
2022-12-31,AERI3,1.13,11788326.0,0.12929,0.08325
2023-01-31,AERI3,1.59,10061511.0,0.10575,0.08325
2023-02-28,AERI3,1.33,10385172.0,0.12032,0.08495
2023-03-31,AERI3,1.18,4451127.0,0.12865,0.08495
2023-04-30,AERI3,1.57,6921075.0,0.10902,0.08495
2023-05-31,AERI3,1.49,4003597.0,0.11977,0.10304
2023-06-30,AERI3,1.33,12382087.0,0.12709,0.10304
2022-03-31,AESB3,11.91,9675760.0,0.01776,0.07547
2022-04-30,AESB3,10.93,38200620.0,0.01863,0.07547
2022-05-31,AESB3,10.79,33484353.0,0.03734,0.08563
2022-06-30,AESB3,10.55,13338691.0,0.0378,0.08563
2022-07-31,AESB3,10.64,16346544.0,0.03763,0.08563
2022-08-31,AESB3,9.7,25259980.0,0.0366,0.07349
2022-09-30,AESB3,9.42,32418944.0,0.03715,0.07349
2022-10-31,AESB3,9.9,25004097.0,0.03621,0.07349
2022-11-30,AESB3,10.45,19256449.0,0.05833,0.03849
2022-12-31,AESB3,9.66,17072321.0,0.0608,0.03849
2023-01-31,AESB3,10.1,22539683.0,0.0594,0.03849
2023-02-28,AESB3,9.92,29582045.0,0.03651,0.02794
2023-03-31,AESB3,9.94,25402336.0,0.03649,0.02794
2023-04-30,AESB3,10.68,33999737.0,0.03566,0.02794
2023-05-31,AESB3,12.18,49695674.0,0.05042,0.03845
2023-06-30,AESB3,12.25,32075458.0,0.05028,0.03845
2015-12-31,AFLT3,1.41,0.0,0.1009,0.11412
2016-01-31,AFLT3,1.3,0.0,0.11265,0.11412
2016-02-29,AFLT3,1.27,0.0,0.10818,0.10254
2016-03-31,AFLT3,1.27,0.0,0.10818,0.10254
2016-04-30,AFLT3,1.27,0.0,0.10818,0.10254
2016-05-31,AFLT3,1.27,0.0,0.10069,0.08389
2016-06-30,AFLT3,1.27,0.0,0.10069,0.08389
2016-07-31,AFLT3,1.27,0.0,0.10069,0.08389
2016-08-31,AFLT3,1.27,0.0,0.08203,0.07585
2016-09-30,AFLT3,1.85,3675.0,0.06103,0.07585
2016-10-31,AFLT3,1.88,0.0,0.05975,0.07585
2016-11-30,AFLT3,1.75,0.0,0.09135,0.12519
2016-12-31,AFLT3,1.96,0.0,0.07984,0.12519
2017-01-31,AFLT3,2.25,0.0,0.06805,0.12519
2017-02-28,AFLT3,2.59,0.0,0.12607,0.23199
2017-03-31,AFLT3,2.9,0.0,0.11078,0.23199
2017-04-30,AFLT3,2.92,0.0,0.10995,0.23199
2017-05-31,AFLT3,2.6,0.0,0.16737,0.37887
2017-06-30,AFLT3,2.86,0.0,0.14963,0.37887
2017-07-31,AFLT3,3.58,0.0,0.11488,0.37887
2017-08-31,AFLT3,4.46,0.0,0.1553,0.38386
2017-09-30,AFLT3,4.02,0.0,0.17363,0.38386
2017-10-31,AFLT3,3.66,0.0,0.19688,0.38386
2017-11-30,AFLT3,3.4,0.0,0.09848,0.38875
2017-12-31,AFLT3,3.78,0.0,0.0882,0.38875
2018-01-31,AFLT3,4.43,3492.0,0.07491,0.38875
2018-02-28,AFLT3,4.19,0.0,0.03822,0.21492
2018-03-31,AFLT3,5.1,0.0,0.03116,0.21492
2018-04-30,AFLT3,6.08,0.0,0.0218,0.18107
2018-05-31,AFLT3,5.68,0.0,0.02342,0.18107
2018-06-30,AFLT3,5.38,0.0,0.02479,0.18107
2018-07-31,AFLT3,4.24,0.0,0.03779,0.20814
2018-08-31,AFLT3,3.93,0.0,0.04097,0.20814
2018-09-30,AFLT3,3.86,0.0,0.04185,0.20814
2018-10-31,AFLT3,4.36,0.0,0.04663,0.23586
2018-11-30,AFLT3,3.49,445.0,0.0595,0.23586
2018-12-31,AFLT3,4.36,10475.0,0.04663,0.23586
2019-01-31,AFLT3,3.53,13981.0,0.05876,0.23586
2019-02-28,AFLT3,3.81,16722.0,0.08276,0.10729
2019-03-31,AFLT3,4.19,1598.0,0.07445,0.10729
2019-04-30,AFLT3,3.94,4519.0,0.08564,0.10885
2019-05-31,AFLT3,3.85,0.0,0.08802,0.10885
2019-06-30,AFLT3,4.12,0.0,0.08142,0.10885
2019-07-31,AFLT3,4.36,15651.0,0.08049,0.10901
2019-08-31,AFLT3,4.7,2990.0,0.07397,0.10901
2019-09-30,AFLT3,13.74,544126.0,0.02333,0.10901
2019-10-31,AFLT3,11.14,96272.0,0.03177,0.11348
2019-11-30,AFLT3,10.36,27577.0,0.03431,0.11348
2019-12-31,AFLT3,8.77,24467.0,0.04139,0.11348
2020-01-31,AFLT3,9.5,26742.0,0.03799,0.11348
2020-02-29,AFLT3,8.15,49966.0,0.0417,0.10605
2020-03-31,AFLT3,5.15,13217.0,0.06942,0.10605
2020-04-30,AFLT3,5.48,9299.0,0.06435,0.10076
2020-05-31,AFLT3,6.46,8265.0,0.05336,0.10076
2020-06-30,AFLT3,8.83,159703.0,0.0378,0.10076
2020-07-31,AFLT3,8.65,23480.0,0.03994,0.09494
2020-08-31,AFLT3,8.52,17046.0,0.04063,0.09494
2020-09-30,AFLT3,8.33,12548.0,0.04244,0.09494
2020-10-31,AFLT3,8.03,25527.0,0.03964,0.10821
2020-11-30,AFLT3,8.38,3951.0,0.03789,0.10821
2020-12-31,AFLT3,8.38,22752.0,0.03789,0.10821
2021-01-31,AFLT3,8.36,3901.0,0.03798,0.10821
2021-02-28,AFLT3,7.95,0.0,0.03427,0.09269
2021-03-31,AFLT3,7.34,9000.0,0.03726,0.09269
2021-04-30,AFLT3,8.09,19859.0,0.03539,0.09269
2021-05-31,AFLT3,8.35,4679.0,0.0353,0.09289
2021-06-30,AFLT3,9.45,69374.0,0.03095,0.09289
2021-07-31,AFLT3,8.79,14634.0,0.03392,0.1106
2021-08-31,AFLT3,7.72,14055.0,0.03874,0.1106
2021-09-30,AFLT3,7.72,4325.0,0.03874,0.1106
2021-10-31,AFLT3,7.72,14705.0,0.03943,0.10656
2021-11-30,AFLT3,7.72,29484.0,0.03938,0.10656
2021-12-31,AFLT3,8.08,887.0,0.03841,0.10656
2022-01-31,AFLT3,8.34,15389.0,0.0372,0.10656
2022-02-28,AFLT3,7.74,5121.0,0.19885,0.3986
2022-03-31,AFLT3,8.88,1931.0,0.17263,0.3986
2022-04-30,AFLT3,8.85,0.0,0.18317,0.39428
2022-05-31,AFLT3,8.89,2822.0,0.18237,0.39428
2022-06-30,AFLT3,8.49,0.0,0.19131,0.39428
2022-07-31,AFLT3,8.31,8896.0,0.22499,0.43942
2022-08-31,AFLT3,8.45,28960.0,0.22108,0.43942
2022-09-30,AFLT3,8.86,6617.0,0.21038,0.43942
2022-10-31,AFLT3,8.71,933.0,0.22129,0.43198
2022-11-30,AFLT3,8.53,1826.0,0.22641,0.43198
2022-12-31,AFLT3,8.66,927.0,0.2228,0.43198
2023-01-31,AFLT3,9.04,0.0,0.21286,0.43198
2023-02-28,AFLT3,8.41,0.0,0.07009,0.13279
2023-03-31,AFLT3,8.23,0.0,0.07166,0.13279
2023-04-30,AFLT3,8.86,4424.0,0.07413,0.1328
2023-05-31,AFLT3,9.1,910.0,0.07211,0.1328
2023-06-30,AFLT3,9.29,929.0,0.07059,0.1328
2015-12-31,AFLU3,2.83,0.0,0.07187,0.02738
2016-01-31,AFLU3,2.59,0.0,0.08061,0.02738
2016-02-29,AFLU3,2.02,0.0,0.19109,0.05715
2016-03-31,AFLU3,2.02,0.0,0.19226,0.05715
2016-04-30,AFLU3,2.51,0.0,0.13988,0.05715
2016-05-31,AFLU3,2.51,0.0,0.04634,-0.00361
2016-06-30,AFLU3,2.51,0.0,0.04634,-0.00361
2016-07-31,AFLU3,2.51,0.0,0.04634,-0.00361
2016-08-31,AFLU3,2.51,0.0,0.24756,0.11896
2016-09-30,AFLU3,2.56,0.0,0.25855,0.11896
2016-10-31,AFLU3,2.83,300.0,0.25855,0.11896
2016-11-30,AFLU3,3.55,0.0,0.31045,0.19462
2016-12-31,AFLU3,5.29,0.0,0.19198,0.19462
2017-01-31,AFLU3,4.71,0.0,0.21978,0.19462
2017-02-28,AFLU3,4.58,0.0,0.24531,0.24634
2017-03-31,AFLU3,4.75,0.0,0.23575,0.24634
2017-04-30,AFLU3,4.81,0.0,0.23223,0.24634
2017-05-31,AFLU3,5.05,0.0,0.38627,0.34212
2017-06-30,AFLU3,4.6,0.0,0.43449,0.34212
2017-07-31,AFLU3,6.09,0.0,0.30742,0.34212
2017-08-31,AFLU3,5.9,0.0,0.20814,0.24146
2017-09-30,AFLU3,6.0,0.0,0.20404,0.24146
2017-10-31,AFLU3,5.0,21000.0,0.25413,0.24146
2017-11-30,AFLU3,5.15,8140.0,0.2466,0.22487
2017-11-30,AFLU5,5.03,2515.0,0.2466,0.22487
2021-07-31,AGXY3,8.68,7711243.0,0.11295,0.16784
2021-08-31,AGXY3,6.99,413749.0,0.02843,0.06859
2021-09-30,AGXY3,8.31,1568353.0,0.02568,0.06859
2021-10-31,AGXY3,6.85,169575.0,0.02875,0.06859
2021-11-30,AGXY3,8.77,1332541.0,0.06368,0.08403
2021-12-31,AGXY3,10.43,3533372.0,0.0565,0.08403
2022-01-31,AGXY3,10.88,3320703.0,0.05483,0.08403
2022-02-28,AGXY3,10.75,2337260.0,0.05529,0.08403
2022-03-31,AGXY3,11.43,1943833.0,0.12338,0.10664
2022-04-30,AGXY3,9.58,1504789.0,0.14073,0.10664
2022-05-31,AGXY3,10.24,1111788.0,0.09605,0.07192
2022-06-30,AGXY3,7.56,1440949.0,0.11511,0.07192
2022-07-31,AGXY3,7.17,758177.0,0.11851,0.07192
2022-08-31,AGXY3,8.02,772226.0,0.14844,0.13391
2022-09-30,AGXY3,7.56,1124521.0,0.153,0.13391
2022-10-31,AGXY3,7.48,450625.0,0.1538,0.13391
